"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","CutOff","Gender","Age","Degree","University","Subject","GenAIUse","TypesOfAI[SQ001]","TypesOfAI[SQ002]","TypesOfAI[SQ003]","TypesOfAI[SQ004]","TypesOfAI[SQ005]","TypesOfAI[other]","AmoutUniAI","AIUniApplications[SQ001]","AIUniApplications[SQ002]","AIUniApplications[SQ003]","AIUniApplications[SQ004]","AIUniApplications[SQ005]","AIUniApplications[SQ006]","AIUniApplications[SQ007]","AIUniApplications[other]","AIFreq","AIOutcomes[SQ001]","AIOutcomes[SQ002]","AIOutcomes[SQ003]","AIOutcomes[SQ004]","AIOutcomes[SQ005]","AIOutcomes[SQ008]","AIOutcomes[SQ006]","AIOutcomes[SQ007]","RestrictionPolicy","RestrictionPolicy[other]","AIforStudAssess","EducatorsAIExp","EducatorsAIExp[other]","AIforMaterials","FearOfAI[SQ001]","FearOfAI[SQ002]","FearOfAI[SQ003]","FurtherAI[SQ001]","FurtherAI[SQ002]","FurtherAI[SQ003]","FurtherAI[SQ004]","ReaonsAgainstAI","Feedback"
"180","2024-01-18 21:47:48","6","de","520849024","2024-01-18 21:41:24","2024-01-18 21:47:48","Ja (Yes)","Weiblich (Female)","25","Master (Masters Degree)","Bielefeld","Neuropsychologie ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","90","Ja","Ja","Ja","Nein","Nein","Nein","Nein","","An den meisten Wochentagen (On most days of the week)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft eher nicht zu","trifft eher zu","trifft eher nicht zu","trifft eher zu","",""
"181","2024-01-18 23:14:03","6","de","2045867091","2024-01-18 23:10:15","2024-01-18 23:14:03","Ja (Yes)","Weiblich (Female)","19","Bachelor (Bachelors Degree)","HSHL","IWP","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","10","Nein","Ja","Nein","Nein","Ja","Nein","Nein","","Weniger als einmal pro Monat (Less than once a month)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Dozenten in meinem Studiengang benötigen keine KI-Kenntnisse (Lecturers in my degree program do not need any AI knowledge)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft gar nicht zu (Strongly Disagree)","teils teils","teils teils","teils teils","trifft eher zu","",""
"182","2024-01-19 00:06:09","6","de","527429403","2024-01-19 00:01:00","2024-01-19 00:06:09","Ja (Yes)","Weiblich (Female)","26","Master (Masters Degree)","Universität Tübingen ","Informatik ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","90%","Ja","Ja","Nein","Ja","Nein","Ja","Ja","","An den meisten Wochentagen (On most days of the week)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu","trifft eher zu","trifft eher nicht zu","trifft voll zu","",""
"183","2024-01-19 07:03:12","6","de","1721646803","2024-01-19 06:58:04","2024-01-19 07:03:12","Ja (Yes)","Weiblich (Female)","25","Bachelor (Bachelors Degree)","HSHL","IWP","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","20%","Ja","Ja","Ja","Nein","Ja","Ja","Ja","","Einige Male pro Monat (a couple times a month)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Ja (Yes)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils","teils teils","trifft eher zu","trifft eher zu","",""
"184","2024-01-19 07:44:33","6","de","1431022000","2024-01-19 07:36:02","2024-01-19 07:44:33","Ja (Yes)","Weiblich (Female)","32","Master (Masters Degree)","Tübingen ","Archaeology ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","20-80","Nein","Nein","Nein","Nein","Nein","Ja","Ja","To build initial annotated bibliography and start literature review","Einige Male pro Monat (a couple times a month)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","Restriktiver Umgang (KI zur Bearbeitung studentischer Aufgaben generell verbieten) / Restrictive handling (generally prohibit AI for processing student tasks)","","Nein (No)","Sonstiges","Lecturers do not need knowledge if good university-wide policy exists. Classmates intend to write final essays entirely with ai, and that worries me greatly","Unentschlossen (Undecided)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","trifft eher zu","trifft eher nicht zu","trifft eher zu","trifft voll zu","","For me, AI is a study aid. It surfaces new resources or information which I then inspect and either confirm or, often, dismiss.

For others it is a writing tool that seems to essentially replace study. That worries me as I equate it with downloading an already-written paper and changing the names.

Do teachers have a good way to evaluate such 'writing'? Do plagiarism statements cover the distinction between one's own work and generated text?"
"186","2024-01-19 10:07:28","6","de","1961299937","2024-01-19 10:01:44","2024-01-19 10:07:28","Ja (Yes)","Weiblich (Female)","23","Bachelor (Bachelors Degree)","HSHL","Wirtschaftspsychologie ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","100","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","An den meisten Wochentagen (On most days of the week)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Nein (No)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu","trifft eher zu","trifft eher nicht zu","teils teils","",""
"187","2024-01-19 10:05:53","6","de","502810122","2024-01-19 10:02:13","2024-01-19 10:05:53","Ja (Yes)","Weiblich (Female)","21","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt ","Interkulturelle Wirtschaftspsychologie ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","DeepL Write ","80","Nein","Ja","Nein","Nein","Ja","Ja","Nein","","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu","teils teils","trifft eher nicht zu","trifft voll zu","",""
"188","2024-01-19 10:48:33","6","de","1930636985","2024-01-19 10:44:22","2024-01-19 10:48:33","Ja (Yes)","Männlich (Male)","25","Master (Masters Degree)","Universität Tübingen","Medieninformatik","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","50","Ja","Nein","Nein","Nein","Ja","Ja","Ja","","An den meisten Wochentagen (On most days of the week)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu","trifft voll zu","trifft eher zu","teils teils","",""
"189","2024-01-19 12:05:04","6","de","1021366434","2024-01-19 12:02:15","2024-01-19 12:05:04","Ja (Yes)","Weiblich (Female)","21","Other","uni tuebingen","medizin","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu","trifft eher zu","trifft eher nicht zu","trifft voll zu","",""
"190","2024-01-19 12:18:25","6","de","1924600215","2024-01-19 12:13:38","2024-01-19 12:18:25","Ja (Yes)","Weiblich (Female)","23","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt","IWP","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","10% universitär / 30% außerhalb ","Nein","Nein","Ja","Nein","Ja","Ja","Nein","","Einige Male pro Monat (a couple times a month)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher nicht zu","teils teils","teils teils","trifft eher zu","",""
"191","2024-01-19 12:29:54","6","de","1968062554","2024-01-19 12:18:26","2024-01-19 12:29:54","Ja (Yes)","Weiblich (Female)","21","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt","Interkulturelle Wirtschaftspsychologie ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","90%","Nein","Nein","Ja","Nein","Nein","Ja","Ja","","Einige Male pro Monat (a couple times a month)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","teils teils","teils teils","teils teils","trifft voll zu","",""
"192","2024-01-19 14:25:11","6","de","1392437604","2024-01-19 14:19:32","2024-01-19 14:25:11","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","université Lumière Lyon 2","Französisch und evangelische Theologie","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","1%","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Weniger als einmal pro Monat (Less than once a month)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","teils teils","teils teils","teils teils","trifft eher nicht zu","",""
"193","2024-01-19 14:36:30","6","de","561535618","2024-01-19 14:29:56","2024-01-19 14:36:30","Ja (Yes)","Männlich (Male)","-","Bachelor (Bachelors Degree)","Tübingen","Physik","Ja (Yes)","Ja","Nein","Nein","Ja","Nein","","5","Ja","Nein","Nein","Nein","Ja","Nein","Nein","","Einmal im Monat (Once a month)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Nein (No)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher zu","trifft voll zu","trifft eher nicht zu","trifft voll zu","",""
"194","2024-01-19 15:04:13","6","de","1735377477","2024-01-19 15:01:04","2024-01-19 15:04:13","Ja (Yes)","Männlich (Male)","25","Bachelor (Bachelors Degree)","Eberhard Karls Universität Tübingen","Informatik","Ja (Yes)","Ja","Nein","Ja","Nein","Ja","","30","Ja","Nein","Ja","Nein","Ja","Ja","Ja","","An den meisten Wochentagen (On most days of the week)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Ja (Yes)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu","teils teils","trifft eher nicht zu","trifft eher zu","",""
"195","","4","de","1553487982","2024-01-19 15:01:04","2024-01-19 15:15:38","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","Universität Münster","Philosophie & Religionswissenschaft (ZFB)","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","90%","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ideen für Hausarbeitsthemen, Vorschläge für Literatur","Weniger als einmal pro Monat (Less than once a month)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","teils teils (Neutral)","","","","","","","","","","","","","","",""
"196","2024-01-19 16:13:58","6","de","289471053","2024-01-19 16:09:47","2024-01-19 16:13:58","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","Universität Münster","Kunstgeschichte und Soziologie ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","5","Nein","Ja","Ja","Nein","Ja","Ja","Nein","","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Dozenten in meinem Studiengang benötigen keine KI-Kenntnisse (Lecturers in my degree program do not need any AI knowledge)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","trifft eher zu","trifft voll zu","trifft eher zu","trifft gar nicht zu.","",""
"197","2024-01-19 16:44:38","6","de","1862182579","2024-01-19 16:34:12","2024-01-19 16:44:38","Ja (Yes)","Weiblich (Female)","25","Master (Masters Degree)","Universität Tübingen","Data Science","Ja (Yes)","Ja","Nein","Ja","Nein","Nein","","30","Ja","Nein","Nein","Nein","Nein","Ja","Nein","","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft voll zu","teils teils","teils teils","trifft eher zu","","Wie bei jeder Technologie kommen die Konsequenzen stark auf ihrem Einsatz an. Der Hype macht mir am meisten Angst, weil er dazu führen könnte, dass KI ohne Sinn und Verstand eingesetzt wird und wichtige nachvollziebare/menschliche Entscheidungsinstanzen ersetzt statt ergänzt werden."
"198","2024-01-20 10:15:41","6","de","1658157612","2024-01-20 10:11:53","2024-01-20 10:15:41","Ja (Yes)","Weiblich (Female)","21","Other","Eberhard Karls Universität Tübingen","Jura","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu","teils teils","teils teils","teils teils","ChatGBT ist für juristische Fragen nicht geeignet, Definitionen und ähnliches bekommt es noch hin, aber mehr geht nicht. Ich habe es schon erlebt, dass Produkthaftungsregeln vertauscht oder ganze Fälle/Urteile erfunden wurden. ",""
"199","2024-01-20 10:40:54","6","de","821376342","2024-01-20 10:36:39","2024-01-20 10:40:54","Ja (Yes)","Weiblich (Female)","17","Bachelor (Bachelors Degree)","Eberhard Karls Universität Tübingen","Allgemeine Rhetorik","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu","trifft eher nicht zu","trifft eher zu","trifft eher zu","Weil ich bei einer solchen Nutzung das Gefühl hätte, keine bzw. keine so große Eigenleistung erbracht zu haben.","Während ich die aktuelle Gefahr durch KIs noch als moderar bewerte, habe ich eine größere Angst vor KIs im Zusammenhang mit Quanten-Computing."
"200","2024-01-20 13:28:06","6","de","209978637","2024-01-20 13:22:24","2024-01-20 13:28:06","Ja (Yes)","Weiblich (Female)","26","Dr. / Phd.","University of Tübingen","Neuroscience","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","80","Ja","Nein","Nein","Nein","Ja","Ja","Ja","","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu","trifft eher zu","trifft eher nicht zu","trifft voll zu","",""
"201","2024-01-20 14:11:39","6","de","929523185","2024-01-20 14:06:22","2024-01-20 14:11:39","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","Hochschule Hamm Lippstadt","Interkulturelle Wirtschaftspsychologie","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","100","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Überarbeitung von texten","Einige Male pro Monat (a couple times a month)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Nein (No)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu","teils teils","teils teils","trifft eher zu","","Die Prozent Frage ist ein bisschen unverständlich und ich bin mir unsicher, ob ich sie richtig verstanden habe"
"202","2024-01-20 16:25:25","6","de","815703522","2024-01-20 15:24:09","2024-01-20 16:25:25","Ja (Yes)","Weiblich (Female)","21","Bachelor (Bachelors Degree)","HSHL","IWP","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","100","Nein","Ja","Ja","Nein","Ja","Ja","Ja","exemplary exam questions as preparation ","Einige Male pro Monat (a couple times a month)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Ja (Yes)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","teils teils","trifft eher zu","trifft eher nicht zu","trifft voll zu","",""
"203","2024-01-20 16:03:55","6","de","776133847","2024-01-20 15:57:40","2024-01-20 16:03:55","Ja (Yes)","Männlich (Male)","21","Master (Masters Degree)","Universität Tübingen","Machine Learning","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","60","Ja","Ja","Nein","Nein","Nein","Nein","Nein","","Einige Male pro Monat (a couple times a month)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher zu","teils teils","trifft eher nicht zu","trifft voll zu","",""
"204","","2","de","1211494118","2024-01-20 16:26:41","2024-01-20 16:28:53","Ja (Yes)","Divers (Diverse)","24","Master (Masters Degree)","Eberhard Karls Universität Tübingen","Machine Learning","","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","",""
"205","2024-01-20 16:43:42","6","de","1759598649","2024-01-20 16:39:54","2024-01-20 16:43:42","Ja (Yes)","Weiblich (Female)","27","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt","(Interkulturelle) Wirtschaftspsychologie","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","5","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Wenn mein selbst geschriebener Text scheiße klingt, dann lass ich ihn mir einmal ""glattziehen"", z.B. beim Verfassen von Zusammenfassungen zum Lernen oder blöden Sätzen in Hausarbeiten.","Weniger als einmal pro Monat (Less than once a month)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Dozenten in meinem Studiengang benötigen keine KI-Kenntnisse (Lecturers in my degree program do not need any AI knowledge)","","Ja (Yes)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft gar nicht zu.","trifft gar nicht zu.","trifft voll zu","trifft voll zu","",""
"206","2024-01-20 17:01:37","6","de","2036576077","2024-01-20 16:49:40","2024-01-20 17:01:37","Ja (Yes)","Männlich (Male)","19","Bachelor (Bachelors Degree)","Hochschule Hamm Lippstadt (HSHL)","Interkulturelle Wirtschaftspsychologie (IWP)","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","65%","Nein","Ja","Ja","Nein","Ja","Ja","Ja","","Einige Male pro Monat (a couple times a month)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu","trifft eher nicht zu","teils teils","trifft eher zu","","""Alle Dinge sind Gift, und nichts ist ohne Gift. Allein die Dosis macht, dass ein Ding kein Gift ist."""
"207","","3","de","650123621","2024-01-20 18:58:28","2024-01-20 19:00:40","Ja (Yes)","Divers (Diverse)","24","Master (Masters Degree)","Eberhard Karls Universität Tübingen","Machine Learning","Ja (Yes)","Ja","Nein","Nein","Ja","Ja","","0","Nein","Nein","Nein","Nein","Nein","Nein","Nein","For fun/Messing around. I never felt the need to use AI for my studies so far","Weniger als einmal pro Monat (Less than once a month)","","","","","","","","","","","","","","","","","","","","","","",""
